2000.000	1000.000
2000.000	1010.000
2000.000	1020.000
2000.000	1030.000
2000.000	1040.000
2000.000	1050.000
2000.000	1060.000
2000.000	1070.000
2000.000	1080.000
2000.000	1090.000
2000.000	1100.000
2000.000	1110.000
2000.000	1120.000
2000.000	1130.000
2000.000	1140.000
2000.000	1150.000
2000.000	1160.000
2000.000	1170.000
2000.000	1180.000
2000.000	1190.000
2000.000	1200.000
2000.000	1210.000
2000.000	1220.000
2000.000	1230.000
2000.000	1240.000
2000.000	1250.000
2000.000	1260.000
2000.000	1270.000
2000.000	1280.000
2000.000	1290.000
2000.000	1300.000
2000.000	1310.000
2000.000	1320.000
2000.000	1330.000
2000.000	1340.000
2000.000	1350.000
2000.000	1360.000
2000.000	1370.000
2000.000	1380.000
2000.000	1390.000
2000.000	1400.000
2000.000	1410.000
2000.000	1420.000
2000.000	1430.000
2000.000	1440.000
2000.000	1450.000
2000.000	1460.000
2000.000	1470.000
2000.000	1480.000
2000.000	1490.000
2000.000	1500.000
2000.000	1510.000
2000.000	1520.000
2000.000	1530.000
2000.000	1540.000
2000.000	1550.000
2000.000	1560.000
2000.000	1570.000
2000.000	1580.000
2000.000	1590.000
2000.000	1600.000
2000.000	1610.000
2000.000	1620.000
2000.000	1630.000
2000.000	1640.000
2000.000	1650.000
2000.000	1660.000
2000.000	1670.000
2000.000	1680.000
2000.000	1690.000
2000.000	1700.000
2000.000	1710.000
2000.000	1720.000
2000.000	1730.000
2000.000	1740.000
2000.000	1750.000
2000.000	1760.000
2000.000	1770.000
2000.000	1780.000
2000.000	1790.000
2000.000	1800.000
2000.000	1810.000
2000.000	1820.000
2000.000	1830.000
2000.000	1840.000
2000.000	1850.000
2000.000	1860.000
2000.000	1870.000
2000.000	1880.000
2000.000	1890.000
2000.000	1900.000
2000.000	1910.000
2000.000	1920.000
2000.000	1930.000
2000.000	1940.000
2000.000	1950.000
2000.000	1960.000
2000.000	1970.000
2000.000	1980.000
2000.000	1990.000
2000.000	2000.000
2000.000	2010.000
2000.000	2020.000
2000.000	2030.000
2000.000	2040.000
2000.000	2050.000
2000.000	2060.000
2000.000	2070.000
2000.000	2080.000
2000.000	2090.000
2000.000	2100.000
2000.000	2110.000
2000.000	2120.000
2000.000	2130.000
2000.000	2140.000
2000.000	2150.000
2000.000	2160.000
2000.000	2170.000
2000.000	2180.000
2000.000	2190.000
2000.000	2200.000
2000.000	2210.000
2000.000	2220.000
2000.000	2230.000
2000.000	2240.000
2000.000	2250.000
2000.000	2260.000
2000.000	2270.000
2000.000	2280.000
2000.000	2290.000
2000.000	2300.000
2000.000	2310.000
2000.000	2320.000
2000.000	2330.000
2000.000	2340.000
2000.000	2350.000
2000.000	2360.000
2000.000	2370.000
2000.000	2380.000
2000.000	2390.000
2000.000	2400.000
2000.000	2410.000
2000.000	2420.000
2000.000	2430.000
2000.000	2440.000
2000.000	2450.000
2000.000	2460.000
2000.000	2470.000
2000.000	2480.000
2000.000	2490.000
2000.000	2500.000
2000.000	2510.000
2000.000	2520.000
2000.000	2530.000
2000.000	2540.000
2000.000	2550.000
2000.000	2560.000
2000.000	2570.000
2000.000	2580.000
2000.000	2590.000
2000.000	2600.000
2000.000	2610.000
2000.000	2620.000
2000.000	2630.000
2000.000	2640.000
2000.000	2650.000
2000.000	2660.000
2000.000	2670.000
2000.000	2680.000
2000.000	2690.000
2000.000	2700.000
2000.000	2710.000
2000.000	2720.000
2000.000	2730.000
2000.000	2740.000
2000.000	2750.000
2000.000	2760.000
2000.000	2770.000
2000.000	2780.000
2000.000	2790.000
2000.000	2800.000
2000.000	2810.000
2000.000	2820.000
2000.000	2830.000
2000.000	2840.000
2000.000	2850.000
2000.000	2860.000
2000.000	2870.000
2000.000	2880.000
2000.000	2890.000
2000.000	2900.000
2000.000	2910.000
2000.000	2920.000
2000.000	2930.000
2000.000	2940.000
2000.000	2950.000
2000.000	2960.000
2000.000	2970.000
2000.000	2980.000
2000.000	2990.000
2000.000	3000.000
